Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR21-00101321,,No Heat Complaint,21-03614316,1/19/2021 9:00 AM,1/21/2021 2:15 PM,Completed,,DOB - Buildings,Closed,8000 S EVANS AVE,60619.0,
SR21-00101473,,No Heat Complaint,21-03614442,1/19/2021 9:12 AM,1/19/2021 6:17 PM,Completed,,DOB - Buildings,Closed,6900 S PAXTON AVE,60649.0,
SR21-00101835,,No Heat Complaint,21-03614693,1/19/2021 9:50 AM,1/25/2021 8:59 AM,Completed,Please contact caller prior to coming out for entry- she has requested 3 times for the building inspector to contact her back-has not heard from any city building inspector yet,DOB - Buildings,Closed,6300 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00101996,,No Heat Complaint,21-03614801,1/19/2021 10:05 AM,1/21/2021 2:15 PM,Completed,,DOB - Buildings,Closed,8100 S COTTAGE GROVE AVE,60619.0,
SR21-00102046,,No Heat Complaint,,1/19/2021 10:09 AM,1/20/2021 1:32 PM,Completed,We also have a senior cat living here who has to stay here all day in the cold.,DOB - Buildings,,,60647.0,
SR21-00102682,,No Heat Complaint,21-03615181,1/19/2021 11:12 AM,1/21/2021 2:34 PM,Completed,,DOB - Buildings,Closed,1300 S KEELER AVE,60623.0,
SR21-00102854,,No Heat Complaint,21-03615307,1/19/2021 11:22 AM,1/21/2021 2:15 PM,Completed,,DOB - Buildings,Closed,9900 S EWING AVE,60617.0,
SR21-00103501,,No Heat Complaint,21-03615675,1/19/2021 12:18 PM,1/25/2021 8:45 AM,Completed,,DOB - Buildings,Closed,2700 S INDIANA AVE,60616.0,
SR21-00103971,,No Heat Complaint,21-03615949,1/19/2021 1:02 PM,1/21/2021 2:18 PM,Completed,buzz bell XXXX and she can let you in,DOB - Buildings,Closed,7100 S JEFFERY BLVD,60649.0,
SR21-00104062,,No Heat Complaint,21-03615998,1/19/2021 1:11 PM,1/21/2021 2:35 PM,Completed,,DOB - Buildings,Closed,0 N WALLER AVE,60644.0,
SR21-00104116,,No Heat Complaint,21-03616028,1/19/2021 1:16 PM,1/25/2021 9:27 AM,Completed,no working door bells,DOB - Buildings,Closed,8100 S DREXEL AVE,60619.0,
SR21-00104172,,No Heat Complaint,,1/19/2021 1:20 PM,1/19/2021 2:15 PM,Completed,We have submitted multiple emails and requests to our landlord and have been met with no solutions. This is the second time I am filing a complaint via 311.,DOB - Buildings,,,60640.0,
SR21-00104220,,No Heat Complaint,21-03616091,1/19/2021 1:25 PM,1/21/2021 2:35 PM,Completed,landlord refuses to repair the heating system.,DOB - Buildings,Closed,1400 N LATROBE AVE,60651.0,
SR21-00104230,,No Heat Complaint,21-03616096,1/19/2021 1:26 PM,1/25/2021 8:48 AM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,2800 W 71ST ST,60629.0,
SR21-00105715,,No Heat Complaint,21-03617005,1/19/2021 3:56 PM,1/21/2021 2:15 PM,Completed,I also have a building violation request in that’s over 45 days,DOB - Buildings,Closed,11200 S INDIANA AVE,60628.0,
SR21-00106536,,No Heat Complaint,21-03617372,1/19/2021 6:33 PM,1/27/2021 11:38 AM,Completed,,DOB - Buildings,Closed,2200 N HALSTED ST,60614.0,
SR21-00106581,,No Heat Complaint,21-03617393,1/19/2021 6:50 PM,1/25/2021 8:43 AM,Completed,,DOB - Buildings,Closed,5000 S DORCHESTER AVE,60615.0,
SR21-00106732,,No Heat Complaint,21-03617445,1/19/2021 7:52 PM,1/27/2021 11:10 AM,Completed,,DOB - Buildings,Closed,5500 N SHERIDAN RD,60640.0,
SR21-00107346,,No Heat Complaint,21-03617751,1/20/2021 1:00 AM,1/21/2021 2:35 PM,Completed,and Maintenance  312-212-XXXX,DOB - Buildings,Closed,500 N CENTRAL AVE,60644.0,
SR21-00107349,,No Heat Complaint,21-03617753,1/20/2021 1:05 AM,2/2/2021 11:35 AM,Completed,We have documented this for months and have had no response. We are unable to plug in a space heater to provide additional heat in our unit without blowing a fuse. This is an unsafe living condition and needs to be fixed,DOB - Buildings,Closed,4400 N RACINE AVE,60640.0,
SR21-00107351,,No Heat Complaint,21-03617754,1/20/2021 1:12 AM,1/21/2021 2:18 PM,Completed,,DOB - Buildings,Closed,1700 E 69TH ST,60649.0,
SR21-00107473,,No Heat Complaint,21-03617817,1/20/2021 4:39 AM,1/27/2021 11:10 AM,Completed,,DOB - Buildings,Closed,4500 N MALDEN ST,60640.0,
SR21-00107652,,No Heat Complaint,21-03617907,1/20/2021 7:15 AM,1/25/2021 8:47 AM,Completed,no door bells,DOB - Buildings,Closed,7900 S EXCHANGE AVE,60617.0,
SR21-00107797,,No Heat Complaint,21-03617967,1/20/2021 7:58 AM,1/21/2021 3:22 PM,Completed,,DOB - Buildings,Closed,100 E 68TH ST,60637.0,
SR21-00107863,,No Heat Complaint,21-03618014,1/20/2021 8:15 AM,1/22/2021 2:36 PM,Completed,,DOB - Buildings,Closed,7100 S CYRIL AVE,60649.0,
SR21-00107892,,No Heat Complaint,21-03618035,1/20/2021 8:21 AM,1/26/2021 8:56 AM,Completed,NO HEAT IS ON AT NIGHT TIME---AIR IS COMING THRU  THE REAR DOOR,DOB - Buildings,Closed,8200 S CALUMET AVE,60619.0,
SR21-00107896,,No Heat Complaint,21-03618040,1/20/2021 8:22 AM,1/22/2021 2:35 PM,Completed,,DOB - Buildings,Closed,6100 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00108143,,No Heat Complaint,21-03618207,1/20/2021 9:01 AM,1/22/2021 12:24 PM,Completed,,DOB - Buildings,Closed,2000 N LAMON AVE,60639.0,
SR21-00108415,,No Heat Complaint,21-03618375,1/20/2021 9:36 AM,1/22/2021 2:36 PM,Completed,THE MANAGER REFUSES TO TURN ON THE HEAT FOR EMPLOYEES.,DOB - Buildings,Closed,7000 S STONY ISLAND AVE,60649.0,
SR21-00108523,,No Heat Complaint,21-03618415,1/20/2021 9:46 AM,1/22/2021 12:11 PM,Completed,LANDLORD WON'T DO ANYTHING----THERE IS NO HEAT AND KIDS LIVE HERE.---PLEASE CALL BEFORE COMING OUT SO TENANT CAN LET YOU IN,DOB - Buildings,Closed,2400 N TRIPP AVE,60639.0,
SR21-00108553,,No Heat Complaint,21-03618429,1/20/2021 9:49 AM,1/28/2021 4:05 PM,Completed,,DOB - Buildings,Closed,2800 W 64TH ST,60629.0,
SR21-00108630,,No Heat Complaint,,1/20/2021 9:59 AM,1/26/2021 1:29 PM,Completed,,DOB - Buildings,,,60612.0,
SR21-00108832,,No Heat Complaint,,1/20/2021 10:19 AM,1/20/2021 3:00 PM,Completed,,DOB - Buildings,,,60617.0,
SR21-00108970,,No Heat Complaint,21-03618634,1/20/2021 10:32 AM,1/21/2021 4:21 PM,Completed,,DOB - Buildings,Closed,900 E 54TH PL,60615.0,
SR21-00109068,,No Heat Complaint,,1/20/2021 10:45 AM,1/25/2021 8:47 AM,Completed,,DOB - Buildings,,,60617.0,
SR21-00109122,,No Heat Complaint,21-03618714,1/20/2021 10:52 AM,1/22/2021 2:35 PM,Completed,,DOB - Buildings,Closed,6700 S CHAPPEL AVE,60649.0,
SR21-00109452,,No Heat Complaint,21-03618882,1/20/2021 11:35 AM,1/28/2021 11:54 AM,Completed,,DOB - Buildings,Closed,3400 N OZARK AVE,60634.0,
SR21-00109501,,No Heat Complaint,21-03618907,1/20/2021 11:40 AM,1/26/2021 8:57 AM,Completed,landlord told her it was not his problem.--he refuses to fix anything---doorbells broken---please call before coming out so she can let you in,DOB - Buildings,Closed,4900 S TRIPP AVE,60632.0,
SR21-00109766,,No Heat Complaint,21-03619041,1/20/2021 12:12 PM,1/28/2021 11:58 AM,Completed,,DOB - Buildings,Closed,1600 N NAGLE AVE,60707.0,
SR21-00109963,,No Heat Complaint,21-03619139,1/20/2021 12:34 PM,1/21/2021 4:21 PM,Completed,,DOB - Buildings,Closed,1200 E 55TH ST,60637.0,
SR21-00110418,,No Heat Complaint,21-03619359,1/20/2021 1:24 PM,1/25/2021 8:28 AM,Completed,CALL BEFORE COMING OUT,DOB - Buildings,Closed,7300 S WABASH AVE,60619.0,
SR21-00110463,,No Heat Complaint,21-03619383,1/20/2021 1:31 PM,1/21/2021 3:22 PM,Completed,,DOB - Buildings,Closed,6700 S NORMAL BLVD,60621.0,
SR21-00111740,,No Heat Complaint,21-03620019,1/20/2021 3:51 PM,1/22/2021 12:07 PM,Completed,,DOB - Buildings,Closed,1700 N MONITOR AVE,60639.0,
SR21-00111836,,No Heat Complaint,,1/20/2021 4:04 PM,1/22/2021 2:35 PM,Completed,,DOB - Buildings,,,60649.0,
SR21-00112300,,No Heat Complaint,21-03620253,1/20/2021 5:13 PM,2/7/2021 9:05 AM,Completed,,DOB - Buildings,Closed,700 W SHERIDAN RD,60613.0,
SR21-00112307,,No Heat Complaint,21-03620258,1/20/2021 5:15 PM,1/21/2021 8:25 AM,Completed,,DOB - Buildings,Closed,2000 W BIRCHWOOD AVE,60645.0,
SR21-00113760,,No Heat Complaint,21-03620933,1/21/2021 7:36 AM,1/21/2021 8:24 AM,Completed,,DOB - Buildings,Closed,900 N LAWNDALE AVE,60651.0,
SR21-00114443,,No Heat Complaint,21-03621317,1/21/2021 9:16 AM,2/2/2021 11:36 AM,Completed,***MUST KEEP THERMOSTAT UP TO 99 DEGREES IN ORDER FOR HEAT TO GET TO 65 DEGREES***,DOB - Buildings,Closed,4600 W MONROE ST,60644.0,
SR21-00118034,,No Heat Complaint,21-03623474,1/21/2021 3:41 PM,2/2/2021 11:36 AM,Completed,One of the bedrooms.,DOB - Buildings,Closed,1300 W ESTES AVE,60626.0,
SR21-00118107,,No Heat Complaint,,1/21/2021 3:47 PM,2/2/2021 11:35 AM,Completed,The building manager is forcing us to buy a thermometer just to prove that it’s cold in here. Even though he has come and checked the temperature himself multiple times and it has been well under 60 degrees.,DOB - Buildings,,,60640.0,
SR21-00118142,,No Heat Complaint,21-03623533,1/21/2021 3:50 PM,1/25/2021 8:49 AM,Completed,"HALLWAYS ARE COLD PER CALLER  AND HEAT DOES NOT STAY ON THEY TURN IT OFF SEEMS LIKE AT NIGHT

LAWN TERRACE SR HOMES",DOB - Buildings,Closed,3200 W 63RD PL,60629.0,
SR21-00119117,,No Heat Complaint,21-03623962,1/21/2021 6:49 PM,1/25/2021 8:52 AM,Completed,,DOB - Buildings,Closed,7800 S ELLIS AVE,60619.0,
SR21-00120162,,No Heat Complaint,21-03624330,1/22/2021 7:18 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,0 N WALLER AVE,60644.0,
SR21-00120422,,No Heat Complaint,21-03624476,1/22/2021 8:21 AM,1/28/2021 1:48 PM,Completed,,DOB - Buildings,Closed,10500 S YATES AVE,60617.0,
SR21-00120696,,No Heat Complaint,21-03624639,1/22/2021 9:07 AM,1/28/2021 4:05 PM,Completed,,DOB - Buildings,Closed,6700 S NORMAL BLVD,60621.0,
SR21-00120847,,No Heat Complaint,21-03624726,1/22/2021 9:25 AM,1/25/2021 10:31 AM,Completed,Need help IMMEDIATELY,DOB - Buildings,Closed,5600 S KEDZIE AVE,60629.0,
SR21-00121266,,No Heat Complaint,21-03624932,1/22/2021 10:11 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,5800 N KENMORE AVE,60660.0,
SR21-00121374,,No Heat Complaint,21-03624982,1/22/2021 10:21 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,5400 W WASHINGTON BLVD,60644.0,
SR21-00121522,,No Heat Complaint,21-03625059,1/22/2021 10:38 AM,2/2/2021 11:36 AM,Completed,"When the last person came out, and we let them know of the no heat and cleaning of the ventilation, he informed us that they would need to hire contractors, and its been over a couple of months now and still just a freezing apartment. It's been under 65°",DOB - Buildings,Closed,5000 N WINTHROP AVE,60640.0,
SR21-00121976,,No Heat Complaint,21-03625327,1/22/2021 11:27 AM,1/27/2021 11:38 AM,Completed,APT XXX,DOB - Buildings,Closed,2900 W 63RD ST,60629.0,
SR21-00122221,,No Heat Complaint,21-03625457,1/22/2021 11:51 AM,1/25/2021 2:04 PM,Completed,,DOB - Buildings,Closed,700 E 84TH ST,60619.0,
SR21-00122234,,No Heat Complaint,21-03625463,1/22/2021 11:52 AM,2/2/2021 11:35 AM,Completed,,DOB - Buildings,Closed,4400 N RACINE AVE,60640.0,
SR21-00122619,,No Heat Complaint,21-03625690,1/22/2021 12:39 PM,1/25/2021 8:28 AM,Completed,caller wants to be anonymous she lives on 3rd floor/ ring frst floor for landlord,DOB - Buildings,Closed,1200 S SPRINGFIELD AVE,60623.0,
SR21-00122750,,No Heat Complaint,21-03625755,1/22/2021 12:53 PM,1/26/2021 2:40 PM,Completed,,DOB - Buildings,Closed,5500 S WELLS ST,60621.0,
SR21-00123077,,No Heat Complaint,21-03625936,1/22/2021 1:35 PM,1/26/2021 8:50 AM,Completed,,DOB - Buildings,Closed,2700 E 78TH ST,60649.0,
SR21-00123215,,No Heat Complaint,21-03626023,1/22/2021 1:54 PM,1/26/2021 8:51 AM,Completed,,DOB - Buildings,Closed,5400 W 63RD PL,60638.0,
SR21-00123219,,No Heat Complaint,21-03626025,1/22/2021 1:55 PM,2/2/2021 11:37 AM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,2300 S SAWYER AVE,60623.0,
SR21-00123380,,No Heat Complaint,21-03626124,1/22/2021 2:17 PM,1/26/2021 8:53 AM,Completed,,DOB - Buildings,Closed,10900 S VERNON AVE,60628.0,
SR21-00123492,,No Heat Complaint,21-03626175,1/22/2021 2:31 PM,1/26/2021 1:10 PM,Completed,,DOB - Buildings,Closed,2200 S PRINCETON AVE,60616.0,
SR21-00124052,,No Heat Complaint,21-03626454,1/22/2021 3:35 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,4500 N ELSTON AVE,60630.0,
SR21-00124428,,No Heat Complaint,21-03626623,1/22/2021 4:18 PM,2/2/2021 11:36 AM,Completed,Please keep me anonymous,DOB - Buildings,Closed,5000 N SHERIDAN RD,60640.0,
SR21-00124623,,No Heat Complaint,21-03626706,1/22/2021 4:45 PM,1/26/2021 8:54 AM,Completed,,DOB - Buildings,Closed,1400 E 57TH ST,60637.0,
SR21-00124784,,No Heat Complaint,21-03626763,1/22/2021 5:15 PM,1/25/2021 8:24 AM,Completed,CALLED IN ON TENANTS ELDERLY AUNT DID NOT HAVE PHONE NUMBER,DOB - Buildings,Closed,1900 S DRAKE AVE,60623.0,
SR21-00124899,,No Heat Complaint,21-03626806,1/22/2021 5:39 PM,1/26/2021 10:09 AM,Completed,,DOB - Buildings,Closed,11200 S INDIANA AVE,60628.0,
SR21-00125366,,No Heat Complaint,21-03626953,1/22/2021 8:41 PM,2/2/2021 11:37 AM,Completed,,DOB - Buildings,Closed,3100 N KEDZIE AVE,60618.0,
SR21-00125434,,No Heat Complaint,21-03626970,1/22/2021 9:16 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,5500 N CENTRAL AVE,60630.0,
SR21-00125506,,No Heat Complaint,21-03626998,1/22/2021 9:43 PM,2/2/2021 10:50 AM,Completed,SR20-05591316 Reference to this request. Caller speaks Spanish.,DOB - Buildings,Closed,5500 W PARKER AVE,60639.0,
SR21-00125574,,No Heat Complaint,21-03627020,1/22/2021 10:13 PM,1/26/2021 8:55 AM,Completed,,DOB - Buildings,Closed,7800 S COLFAX AVE,60649.0,
SR21-00125614,,No Heat Complaint,21-03627033,1/22/2021 10:37 PM,1/26/2021 12:23 PM,Completed,,DOB - Buildings,Closed,1100 E 44TH ST,60653.0,
SR21-00125619,,No Heat Complaint,,1/22/2021 10:41 PM,1/26/2021 12:04 PM,Completed,,DOB - Buildings,,,60649.0,
SR21-00125834,,No Heat Complaint,21-03627092,1/23/2021 2:06 AM,2/2/2021 11:36 AM,Completed,Caller stated there are children living in the building.,DOB - Buildings,Closed,2700 N LOCKWOOD AVE,60639.0,
SR21-00125937,,No Heat Complaint,21-03627118,1/23/2021 4:22 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,500 W BELMONT AVE,60657.0,
SR21-00126148,,No Heat Complaint,21-03627179,1/23/2021 7:55 AM,2/2/2021 11:36 AM,Completed,This landlord has a history of not turning on the heat in the winter,DOB - Buildings,Closed,1400 W BERWYN AVE,60640.0,
SR21-00126153,,No Heat Complaint,21-03627182,1/23/2021 7:58 AM,1/26/2021 8:49 AM,Completed,,DOB - Buildings,Closed,8400 S COTTAGE GROVE AVE,60619.0,
SR21-00126245,,No Heat Complaint,21-03627217,1/23/2021 8:39 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,2300 N KEYSTONE AVE,60639.0,
SR21-00126479,,No Heat Complaint,21-03627286,1/23/2021 9:50 AM,1/26/2021 8:49 AM,Completed,,DOB - Buildings,Closed,8900 S ESCANABA AVE,60617.0,
SR21-00126862,,No Heat Complaint,21-03627413,1/23/2021 11:12 AM,1/26/2021 9:06 AM,Completed,The entire building has no heat.,DOB - Buildings,Closed,700 E 84TH PL,60619.0,
SR21-00127536,,No Heat Complaint,,1/23/2021 1:45 PM,2/2/2021 11:36 AM,Completed,Picture attached was from 1/23 at 1:30pm.,DOB - Buildings,,,60626.0,
SR21-00127838,,No Heat Complaint,21-03627715,1/23/2021 3:04 PM,2/2/2021 11:37 AM,Completed,,DOB - Buildings,Closed,2800 N HAMLIN AVE,60618.0,
SR21-00127967,,No Heat Complaint,,1/23/2021 3:34 PM,2/2/2021 11:37 AM,Completed,The caller states that she does not have any heat in her unit due to the landlord turning off the utilities to the building. She has parents who are seniors and one is disabled. She also has small children inside the home. The owner's brother lives in the building so please contact the caller before arrival to the property.,DOB - Buildings,,,60618.0,
SR21-00128394,,No Heat Complaint,21-03627922,1/23/2021 5:18 PM,1/26/2021 12:23 PM,Completed,,DOB - Buildings,Closed,1100 E 45TH ST,60653.0,
SR21-00128605,,No Heat Complaint,21-03627994,1/23/2021 6:37 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,7500 N RIDGE BLVD,60645.0,
SR21-00128907,,No Heat Complaint,21-03628089,1/23/2021 9:01 PM,1/25/2021 10:31 AM,Completed,,DOB - Buildings,Closed,4300 S SACRAMENTO AVE,60632.0,
SR21-00128938,,No Heat Complaint,,1/23/2021 9:21 PM,1/26/2021 10:09 AM,Completed,,DOB - Buildings,,,60628.0,
SR21-00129191,,No Heat Complaint,21-03628166,1/24/2021 12:05 AM,2/2/2021 11:37 AM,Completed,"in addition, both mother and child have health issues that no heat contributes to their discomfort and possible worsening conditions.",DOB - Buildings,Closed,7800 S CORNELL AVE,60649.0,
SR21-00129987,,No Heat Complaint,21-03628339,1/24/2021 9:37 AM,1/25/2021 10:31 AM,Completed,urgent,DOB - Buildings,Closed,800 E 82ND ST,60619.0,
SR21-00130014,,No Heat Complaint,21-03628347,1/24/2021 9:42 AM,1/26/2021 8:58 AM,Completed,,DOB - Buildings,Closed,7400 S LUELLA AVE,60649.0,
SR21-00130701,,No Heat Complaint,21-03628504,1/24/2021 12:40 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,1400 W FARRAGUT AVE,60640.0,
SR21-00130859,,No Heat Complaint,21-03628544,1/24/2021 1:21 PM,2/2/2021 11:36 AM,Completed,The caller states she hasn't had heat inside her apartment at all.,DOB - Buildings,Closed,1100 N WALLER AVE,60651.0,
SR21-00131383,,No Heat Complaint,21-03628684,1/24/2021 3:31 PM,1/25/2021 2:37 PM,Completed,The technician sent me a couple of photos,DOB - Buildings,Closed,300 W 101ST ST,60628.0,
SR21-00131447,,No Heat Complaint,21-03628706,1/24/2021 3:55 PM,1/25/2021 8:26 AM,Completed,,DOB - Buildings,Closed,2700 N CAMPBELL AVE,60647.0,
SR21-00131748,,No Heat Complaint,21-03628793,1/24/2021 5:22 PM,1/27/2021 9:08 AM,Completed,,DOB - Buildings,Closed,7600 S UNION AVE,60620.0,
SR21-00132223,,No Heat Complaint,21-03628949,1/24/2021 8:34 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,1300 W LUNT AVE,60626.0,
SR21-00132225,,No Heat Complaint,21-03628951,1/24/2021 8:35 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,6100 W EDDY ST,60634.0,
SR21-00132242,,No Heat Complaint,21-03628957,1/24/2021 8:49 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,5300 W PENSACOLA AVE,60641.0,
SR21-00132893,,No Heat Complaint,21-03629195,1/25/2021 5:49 AM,1/27/2021 9:15 AM,Completed,,DOB - Buildings,Closed,1100 E 82ND ST,60619.0,
SR21-00133014,,No Heat Complaint,,1/25/2021 6:58 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,,,60641.0,
SR21-00134714,,No Heat Complaint,21-03630165,1/25/2021 10:23 AM,2/2/2021 11:36 AM,Completed,"The furnace has been inoperable before Thursday, 1/21/21.  Previous repair was temporary.  Caller is forced to relocate as apartment is too cold to remain there.",DOB - Buildings,Closed,5000 W WASHINGTON BLVD,60644.0,
SR21-00135081,,No Heat Complaint,21-03630394,1/25/2021 10:59 AM,1/26/2021 7:11 PM,Completed,,DOB - Buildings,Closed,5600 S DR MARTIN LUTHER KING JR DR,60637.0,
SR21-00135599,,No Heat Complaint,21-03630731,1/25/2021 11:43 AM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,1500 W MORSE AVE,60626.0,
SR21-00136354,,No Heat Complaint,21-03631195,1/25/2021 12:46 PM,1/27/2021 3:57 PM,Completed,,DOB - Buildings,Closed,2500 E 76TH ST,60649.0,
SR21-00136388,,No Heat Complaint,21-03631215,1/25/2021 12:49 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,2700 N CLARK ST,60614.0,
SR21-00137488,,No Heat Complaint,,1/25/2021 2:24 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,,,60657.0,
SR21-00137621,,No Heat Complaint,21-03631976,1/25/2021 2:36 PM,1/27/2021 2:54 PM,Completed,,DOB - Buildings,Closed,6800 S DORCHESTER AVE,60637.0,
SR21-00137881,,No Heat Complaint,21-03632089,1/25/2021 3:00 PM,2/2/2021 11:14 AM,Completed,LANDLORD TURNED THE HEAT OFF AND START ED BOARDED UP APTS,DOB - Buildings,Closed,4400 S DREXEL BLVD,60653.0,
SR21-00137931,,No Heat Complaint,21-03632114,1/25/2021 3:07 PM,1/27/2021 2:53 PM,Completed,,DOB - Buildings,Closed,800 E 53RD ST,60615.0,
SR21-00138382,,No Heat Complaint,21-03632354,1/25/2021 4:18 PM,1/28/2021 4:05 PM,Completed,,DOB - Buildings,Closed,700 E 84TH ST,60619.0,
SR21-00138561,,No Heat Complaint,21-03632416,1/25/2021 4:49 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,1600 W MADISON ST,60612.0,
SR21-00138765,,No Heat Complaint,21-03632498,1/25/2021 5:30 PM,1/27/2021 2:49 PM,Completed,I have lived here the longest (there are 5 roommates) and I am the oldest and I have reported what I believe to be sexist behavior and was assured it was not— so it’s just incompetence at our expense,DOB - Buildings,Closed,5400 S HYDE PARK BLVD,60615.0,
SR21-00139156,,No Heat Complaint,21-03632672,1/25/2021 7:23 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,2800 N BURLING ST,60657.0,
SR21-00139543,,No Heat Complaint,21-03632850,1/25/2021 9:34 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,3800 N KEDZIE AVE,60618.0,
SR21-00139742,,No Heat Complaint,21-03632915,1/25/2021 11:14 PM,2/2/2021 11:36 AM,Completed,,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR21-00139966,,No Heat Complaint,21-03633009,1/26/2021 5:02 AM,2/2/2021 11:36 AM,Completed,Tennant and management are in court due to the exercise of rights under the RLTO by the tennant.,DOB - Buildings,Closed,6400 N SHERIDAN RD,60626.0,
SR21-00140101,,No Heat Complaint,21-03633076,1/26/2021 6:50 AM,1/27/2021 9:09 AM,Completed,,DOB - Buildings,Closed,10600 S EWING AVE,60617.0,
SR21-00140318,,No Heat Complaint,21-03633188,1/26/2021 7:52 AM,1/26/2021 9:07 AM,Completed,This is a 48 unit building with no heat.  the landlord threatens them if they call the city.---no heat day or night---this is JR  HOTEL,DOB - Buildings,Closed,0 W WASHINGTON ST,60602.0,
SR21-00141346,,No Heat Complaint,21-03633778,1/26/2021 10:03 AM,1/28/2021 2:30 PM,Completed,,DOB - Buildings,Closed,2300 W GRANVILLE AVE,60659.0,
SR21-00141431,,No Heat Complaint,21-03633836,1/26/2021 10:12 AM,1/28/2021 4:05 PM,Completed,,DOB - Buildings,Closed,7800 S DREXEL AVE,60619.0,
SR21-00141495,,No Heat Complaint,21-03633868,1/26/2021 10:18 AM,1/28/2021 1:48 PM,Completed,,DOB - Buildings,Closed,8200 S MARYLAND AVE,60619.0,
SR21-00141614,,No Heat Complaint,21-03633945,1/26/2021 10:32 AM,1/28/2021 4:05 PM,Completed,,DOB - Buildings,Closed,7700 S SOUTH SHORE DR,60649.0,
SR21-00141633,,No Heat Complaint,21-03633955,1/26/2021 10:34 AM,1/28/2021 4:05 PM,Completed,Please contact caller prior to coming out for entry- ALSO CALLER STATES THAT SHE HAS ALREADY CALLED FOR AN INSPECTOR FOR THIS SAME HEAT PROBLEM- NO INSPECTOR HAS EVER CONTACTED HER BACK TO RESOLVE THIS ISSUE- PLEASE CONTACT BACK - NO HEAT FOR MONTHS,DOB - Buildings,Closed,4400 S CAMPBELL AVE,60632.0,
